1571801462.16 0.00000000 -0.00000000 0.00000000 -0.01147931 0.00949392 0.00010900 0.99988903
1571801463.16 0.49464628 -0.02556516 0.29247148 -0.01016823 0.01025470 -0.00096612 0.99989525
1571801464.16 0.67401511 1.28519697 0.42765151 -0.00887943 0.00795571 -0.00316990 0.99992390
1571801465.16 0.89160327 3.52526270 0.54102981 -0.00506065 0.00084133 -0.00696561 0.99996258
1571801466.16 1.16872937 6.53575624 0.60421940 -0.00596328 0.00254683 -0.01658177 0.99984149
1571801467.16 1.36248388 10.40932995 0.54062505 -0.01176091 0.00301719 -0.02169547 0.99969089
1571801468.16 1.63235398 14.50283579 0.48081073 -0.01212857 0.00302801 -0.03012505 0.99946796
1571801469.17 1.94943186 18.64235114 0.47104074 -0.00613422 0.00667179 -0.02901881 0.99953778
1571801470.16 2.19767710 22.94945923 0.45489409 -0.00035544 0.01098828 -0.01806571 0.99977636
1571801471.16 2.35814833 27.48764154 0.43640566 0.00157239 0.00480571 -0.00917088 0.99994516
1571801472.16 2.43467255 32.33180433 0.37956323 0.00036492 -0.00006419 -0.00458246 0.99998943
1571801473.16 2.49086241 37.20840912 0.30563120 -0.00572330 -0.00100478 -0.00836139 0.99994816
1571801474.16 2.58547611 41.95484042 0.23985004 -0.00601967 -0.00401758 -0.00973483 0.99992643
1571801475.16 2.36535139 46.76523410 -0.22830750 -0.00885559 0.00153459 -0.00750362 0.99993146
1571801476.16 2.42225354 51.18139980 -0.30811217 -0.00908994 0.00561600 -0.00689338 0.99991915
1571801477.16 2.51463141 55.52205584 -0.34913500 0.00014585 0.00608979 -0.00834670 0.99994661
1571801478.16 2.62185541 59.76583880 -0.35111933 0.00163211 0.00363089 -0.00932001 0.99994864
1571801479.16 2.80306422 63.95331581 -0.36491934 0.00352302 0.00513240 -0.01028104 0.99992777
1571801480.16 2.93268433 68.04600603 -0.38418517 0.00330283 0.00253287 -0.00970442 0.99994425
1571801481.16 2.97192113 72.03459994 -0.40917667 0.00341262 0.00095167 -0.00922770 0.99995115
1571801482.16 3.01285773 75.85333898 -0.43853597 -0.00802761 -0.00083432 -0.00740065 0.99994004
1571801483.16 3.10292747 79.57183987 -0.47041017 -0.01095366 0.00136079 -0.00558543 0.99992348
1571801484.16 3.16221656 83.03399152 -0.49468267 -0.01485642 0.00561748 -0.00244288 0.99987087
1571801485.16 3.24045244 86.07477801 -0.47420633 -0.01294172 0.00313021 -0.00383181 0.99990401
1571801486.16 3.34381108 88.99822185 -0.49309358 -0.00982576 0.00423893 -0.00724481 0.99991650
1571801487.16 3.47203872 92.30062764 -0.51294890 -0.01066255 0.00288681 -0.00901228 0.99989837
1571801488.16 3.53087513 95.90351636 -0.55416116 -0.00896869 0.00218553 0.00929013 0.99991424
1571801489.16 3.32116493 99.36060925 -0.59277556 -0.00924281 0.00292224 0.05803246 0.99826763
1571801490.16 2.71846957 102.65382828 -0.62513016 -0.00672781 0.00227752 0.13366623 0.99100095
1571801491.16 1.43999685 105.86905673 -0.64558008 -0.00076559 0.00440688 0.24407945 0.96974492
1571801492.16 -0.68960910 108.85438329 -0.67074323 -0.00372854 0.00437950 0.36408196 0.93134915
1571801493.16 -3.59478412 111.33144280 -0.68208574 -0.00644732 0.00539056 0.47979459 0.87734060
1571801494.16 -7.06356714 113.03458829 -0.68299936 -0.00430564 0.00239770 0.56940370 0.82204327
1571801495.16 -10.62194270 114.07071050 -0.70167745 0.00295082 0.00513202 0.62707611 0.77893550
1571801496.16 -14.39557617 114.74574527 -0.74446640 0.00582510 0.01160629 0.66091969 0.75034427
1571801497.16 -18.57896349 115.18535935 -0.77114100 0.00602487 0.01190308 0.68341923 0.72990422
1571801498.16 -23.08928791 115.35524151 -0.77301402 0.00548422 0.00941628 0.70619104 0.70793748
1571801499.16 -27.66235054 115.25313187 -0.78309962 0.00235779 0.01117855 0.72897431 0.68444571
1571801500.17 -32.25750854 114.83740637 -0.79839044 0.00397087 0.00790504 0.75047503 0.66083959
1571801501.17 -36.94040917 114.22789472 -0.83389644 -0.00399220 -0.00228914 0.74851832 0.66309814
1571801502.16 -41.72231253 113.85476546 -0.86023878 -0.00911723 -0.00250623 0.73112948 0.68217321
1571801503.17 -46.65210768 113.67620275 -0.86761133 -0.00899884 -0.00602636 0.71943664 0.69447363
1571801504.17 -51.62462594 113.63590970 -0.91075913 -0.00694022 -0.00034769 0.71132066 0.70283328
1571801505.17 -56.69729030 113.68946012 -0.90832444 -0.00357611 0.00319612 0.70594122 0.70825418
1571801506.16 -61.62140880 113.78429981 -0.91705950 -0.00989555 -0.00242274 0.70155989 0.71253767
1571801507.16 -66.31839240 113.93152896 -0.94712300 -0.01029319 -0.00447419 0.69915162 0.71488534
1571801508.16 -70.73176622 114.08215560 -0.95348115 -0.00689806 -0.00116511 0.69789842 0.71616259
1571801509.17 -74.81864214 114.22176616 -0.93499142 -0.01281571 0.00321969 0.69657717 0.71736018
1571801510.16 -78.50990536 114.33236060 -0.88771343 -0.01601088 0.00407946 0.69887949 0.71504858
1571801511.16 -81.74435382 114.41403049 -0.84216827 -0.01439147 0.00069095 0.70006948 0.71392936
1571801512.16 -84.30357649 114.48686051 -0.81405839 -0.01803598 0.00245445 0.70164549 0.71229368
1571801513.16 -85.88965680 114.50098839 -0.79539221 -0.02262553 0.00127087 0.70267072 0.71115423
1571801514.17 -86.74805901 114.47178413 -0.78114814 -0.02421784 0.00031064 0.70315908 0.71061995
1571801515.16 -86.88801753 114.45117409 -0.79188161 -0.02464461 0.00057604 0.70318899 0.71057551
1571801516.16 -86.89510766 114.44866569 -0.78037812 -0.02468876 0.00058889 0.70320229 0.71056081
1571801517.16 -86.87009509 114.47153857 -0.77517938 -0.02464853 0.00056464 0.70321142 0.71055319
1571801518.16 -86.81416485 114.72339810 -0.76200101 -0.02469803 0.00064146 0.70328535 0.71047823
1571801519.16 -86.79596307 114.79822418 -0.80873815 -0.02465667 0.00062034 0.70330078 0.71046440
1571801520.16 -86.86096115 114.76574255 -0.85643804 -0.02456910 0.00071371 0.70331861 0.71044971
1571801521.16 -86.88143924 114.77906438 -0.52755897 -0.02469407 0.00060193 0.70335663 0.71040783
1571801522.16 -86.86413640 114.84898048 -0.50246682 -0.02469023 0.00043752 0.70380127 0.70996758
1571801523.16 -86.84665269 114.86407211 -0.48561335 -0.02460609 0.00054944 0.70348943 0.71027942
1571801524.16 -86.83325203 114.87810303 -0.47289855 -0.02469037 0.00046831 0.70367425 0.71009346
1571801525.16 -86.82334638 114.89335164 -0.46275866 -0.02466977 0.00036494 0.70379557 0.70997399
1571801526.16 -86.81562160 114.90731257 -0.45490798 -0.02471620 0.00041894 0.70375600 0.71001157
1571801527.16 -86.80947758 114.92010879 -0.44827740 -0.02479445 0.00039880 0.70380273 0.70996253
1571801528.17 -86.80441731 114.93136670 -0.44291852 -0.02475456 0.00034668 0.70382159 0.70994525
1571801529.16 -86.79998649 114.94140461 -0.43870995 -0.02472470 0.00036691 0.70380792 0.70995983
1571801530.16 -86.79598861 114.95059407 -0.43534559 -0.02469992 0.00038321 0.70380947 0.70995916
1571801531.16 -86.79233640 114.95886408 -0.43261637 -0.02473477 0.00038058 0.70380925 0.70995816
1571801532.16 -86.78946711 114.96611459 -0.43008544 -0.02470779 0.00036772 0.70380596 0.70996237
1571801533.16 -86.78704462 114.97270494 -0.42772810 -0.02463379 0.00040658 0.70381495 0.70995601
1571801534.17 -86.78490562 114.97892163 -0.42560611 -0.02467375 0.00043238 0.70381507 0.70995448
1571801535.16 -86.78299301 114.98478061 -0.42357528 -0.02475601 0.00043792 0.70381288 0.70995379
1571801536.16 -86.78119075 114.99012684 -0.42151711 -0.02476113 0.00040986 0.70380798 0.70995848
1571801537.16 -86.77953596 114.99496941 -0.41945844 -0.02474545 0.00032217 0.70381261 0.70995449
1571801538.16 -86.77812975 114.99938217 -0.41747875 -0.02466786 0.00033341 0.70381518 0.70995463
1571801539.16 -86.77690010 115.00353311 -0.41565420 -0.02462984 0.00043681 0.70381094 0.70996010
1571801540.16 -86.77574034 115.00748175 -0.41398821 -0.02468413 0.00042603 0.70381598 0.70995322
1571801541.16 -86.77462896 115.01127115 -0.41247901 -0.02475251 0.00041909 0.70380756 0.70995919
1571801542.17 -86.77356689 115.01481179 -0.41101214 -0.02477245 0.00039509 0.70379364 0.70997231
1571801543.17 -86.77259722 115.01797868 -0.40959995 -0.02476211 0.00034119 0.70380459 0.70996185
1571801544.17 -86.77175911 115.02069570 -0.40822076 -0.02478874 0.00032871 0.70379521 0.70997022
1571801545.17 -86.77104524 115.02308391 -0.40690114 -0.02470119 0.00040790 0.70379940 0.70996908
1571801546.17 -86.77040243 115.02523020 -0.40563571 -0.02469362 0.00042764 0.70380795 0.70996085
1571801547.16 -86.76977507 115.02724406 -0.40436364 -0.02466674 0.00043673 0.70379986 0.70996980
1571801548.16 -86.76917230 115.02923649 -0.40311724 -0.02461985 0.00041202 0.70380669 0.70996467
1571801549.17 -86.76861597 115.03121955 -0.40187300 -0.02466863 0.00039394 0.70381129 0.70995843
1571801550.17 -86.76806258 115.03314376 -0.40060757 -0.02469419 0.00041230 0.70382679 0.70994217
1571801551.18 -86.76748581 115.03505158 -0.39933195 -0.02466655 0.00040790 0.70381621 0.70995362
1571801552.17 -86.76692288 115.03690243 -0.39806455 -0.02471627 0.00041524 0.70380680 0.70996121
1571801553.17 -86.76640296 115.03862615 -0.39687954 -0.02467545 0.00030379 0.70382892 0.70994076
1571801554.17 -86.76593260 115.04027454 -0.39583164 -0.02470582 0.00036433 0.70380447 0.70996391
1571801555.17 -86.76552038 115.04179917 -0.39488936 -0.02469949 0.00037795 0.70380816 0.70996046
1571801556.16 -86.76517663 115.04322995 -0.39403877 -0.02469919 0.00037355 0.70380660 0.70996203
1571801557.16 -86.76492321 115.04451533 -0.39325214 -0.02475705 0.00038920 0.70381323 0.70995343
1571801558.16 -86.76471084 115.04567775 -0.39247726 -0.02478053 0.00039621 0.70381580 0.70995006
1571801559.16 -86.76452033 115.04670043 -0.39169398 -0.02478373 0.00039007 0.70381111 0.70995460
1571801560.16 -86.76434695 115.04758767 -0.39088052 -0.02477380 0.00035938 0.70381614 0.70994998
1571801561.16 -86.76416339 115.04833442 -0.39004576 -0.02475699 0.00036179 0.70381745 0.70994926
1571801562.16 -86.76396249 115.04897977 -0.38921556 -0.02468691 0.00038498 0.70381770 0.70995145
1571801563.16 -86.76377117 115.04959069 -0.38838860 -0.02462012 0.00038951 0.70380796 0.70996341
1571801564.16 -86.76363277 115.05010120 -0.38759770 -0.02473976 0.00040863 0.70382108 0.70994624
1571801565.16 -86.76351290 115.05052034 -0.38682377 -0.02473971 0.00040516 0.70384197 0.70992553
1571801566.16 -86.76341253 115.05087930 -0.38606677 -0.02472019 0.00042935 0.70381954 0.70994843
1571801567.16 -86.76331991 115.05120713 -0.38531358 -0.02470855 0.00044530 0.70382534 0.70994308
1571801568.16 -86.76325903 115.05150902 -0.38454916 -0.02472766 0.00042310 0.70382392 0.70994384
1571801569.16 -86.76317490 115.05175069 -0.38378109 -0.02476186 0.00044349 0.70382503 0.70994153
1571801570.16 -86.76304913 115.05193518 -0.38299219 -0.02474331 0.00042886 0.70382549 0.70994173
1571801571.16 -86.76293534 115.05205611 -0.38218907 -0.02468104 0.00037924 0.70383261 0.70993687
1571801572.16 -86.76282283 115.05213090 -0.38139813 -0.02472734 0.00044710 0.70383191 0.70993591
1571801573.16 -86.76272411 115.05207751 -0.38058867 -0.02474158 0.00041140 0.70384264 0.70992480
1571801574.16 -86.76261188 115.05194206 -0.37977661 -0.02472676 0.00044920 0.70383454 0.70993333
1571801575.16 -86.76250414 115.05173345 -0.37895521 -0.02470069 0.00049901 0.70382375 0.70994489
1571801576.17 -86.76245288 115.05146513 -0.37810917 -0.02474087 0.00040532 0.70384145 0.70992601
1571801577.16 -86.76242427 115.05113021 -0.37722149 -0.02474757 0.00042509 0.70384555 0.70992170
1571801578.16 -86.76243335 115.05076545 -0.37629973 -0.02492428 0.00062641 0.70383530 0.70992553
1571801579.17 -86.87960469 115.03386186 -0.31563893 -0.02535842 0.00064686 0.70387112 0.70987462
1571801580.17 -87.21661116 115.05435353 -0.32703768 -0.02603313 -0.00094237 0.70565505 0.70807651
1571801581.17 -87.73474898 115.09859946 -0.37082256 -0.02669551 -0.00190328 0.71008497 0.70360717
1571801582.16 -88.79856088 115.15668296 -0.47270674 -0.03020580 -0.00376082 0.72079087 0.69248393
1571801583.16 -90.59865915 115.04698702 -0.50871512 -0.02846213 -0.01074583 0.74618052 0.66504816
1571801584.16 -92.83347586 114.65720046 -0.54834738 -0.02330712 -0.01870253 0.78856036 0.61423086
1571801585.16 -95.33022699 113.73830804 -0.62386564 -0.01673653 -0.01682532 0.85050615 0.52542943
1571801586.16 -97.71985014 112.08111782 -0.70299519 0.01081882 0.01641320 -0.91078449 -0.41241385
1571801587.16 -99.63056276 110.02461677 -0.79059686 -0.00117069 0.01842878 -0.94721838 -0.32005680
1571801588.16 -101.05481430 107.59865675 -0.85435426 0.00008744 0.01274268 -0.97492710 -0.22215934
1571801589.16 -102.01497429 104.87035376 -1.23841234 -0.00672800 0.00951073 -0.99329375 -0.11502955
1571801590.16 -102.49678055 101.64982462 -1.36174737 -0.00852854 0.01474259 -0.99835317 -0.05478011
1571801591.16 -102.78114300 98.02112818 -1.49492965 -0.00345844 0.01669312 -0.99958586 -0.02318357
1571801592.16 -102.97752759 93.91129778 -1.59034150 -0.00133742 0.01365405 -0.99984751 -0.01080433
1571801593.16 -103.17559701 89.35328606 -1.64306894 -0.00142919 0.01435874 -0.99978103 -0.01515506
1571801594.16 -103.35901274 84.45967259 -1.69308556 0.00876603 0.00620994 -0.99992804 -0.00533851
1571801595.16 -103.42034826 79.29053235 -1.68758375 0.00299946 0.00793366 -0.99995350 0.00458836
1571801596.17 -103.39319779 73.85807743 -1.70438906 0.00124420 0.01420956 -0.99988240 0.00563218
1571801597.17 -103.46568558 68.34043254 -1.70414266 0.00010900 0.02100877 -0.99970938 -0.01182268
1571801598.17 -103.85114893 63.06722072 -1.70045440 0.00383398 0.01164883 -0.99906015 -0.04157436
1571801599.17 -104.51781862 58.02233958 -1.69302267 0.00141463 0.01179417 -0.99710372 -0.07512036
1571801600.17 -105.51144712 53.37363165 -1.71755890 0.00740076 0.00622409 -0.99280048 -0.11938888
1571801601.17 -106.74439726 49.55903794 -1.71311035 0.00470510 -0.00390044 -0.98523322 -0.17110858
1571801602.17 -107.85138688 46.98013928 -1.68309001 0.00213475 -0.00777272 -0.97609991 -0.21717274
1571801603.17 -108.52529063 45.61652689 -1.66960884 0.00120242 -0.00810309 -0.96967934 -0.24424347
1571801604.17 -108.69014697 45.25618562 -1.65241565 0.00287334 -0.00719052 -0.96802353 -0.25073988
1571801605.17 -108.78054829 45.21282071 -1.63705790 0.00309515 -0.00735093 -0.96804990 -0.25063076
1571801606.17 -108.77199719 45.31222070 -1.63192666 0.00309286 -0.00735888 -0.96807871 -0.25051924
1571801607.17 -108.83503142 45.37112187 -1.63648797 0.00302913 -0.00742268 -0.96810103 -0.25043189
1571801608.17 -108.92582138 45.29559160 -1.64342065 0.00359106 -0.00747133 -0.96779506 -0.25160288
1571801609.16 -109.24879657 44.95319445 -1.65687631 0.00451472 -0.00736062 -0.96591893 -0.25870071
1571801610.16 -109.85987338 43.97046991 -1.65472817 0.00720150 -0.00589777 -0.96145188 -0.27481565
1571801611.17 -111.04651391 42.41697731 -1.65147814 0.01017193 -0.00530709 -0.95350373 -0.30116276
1571801612.16 -112.61593142 40.29619520 -1.62078013 0.00938907 -0.00543622 -0.94810777 -0.31776398
1571801613.16 -114.79067931 37.59956379 -1.60059064 0.00394092 -0.00052637 -0.94306717 -0.33257858
1571801614.16 -117.67004788 34.29854413 -1.65226337 0.00168116 0.00802108 -0.93414479 -0.35680014
1571801615.16 -121.00641444 30.70798105 -1.72580421 0.00292216 0.01573446 -0.92675476 -0.37532586
1571801616.16 -124.76424193 26.85312284 -1.80083836 0.00717833 0.02182338 -0.92683783 -0.37475839
1571801617.16 -128.44873778 23.04858607 -1.84142858 0.01204436 0.01805287 -0.92859959 -0.37044814
1571801618.16 -131.98860718 19.28850021 -1.86824989 0.00724734 0.01608840 -0.93302122 -0.35938842
1571801619.16 -135.34938329 15.37661353 -1.92438921 0.00674677 0.02162924 -0.94338723 -0.33091870
1571801620.16 -138.42082722 11.19414940 -1.96787592 0.01222825 0.02261565 -0.95706342 -0.28873623
1571801621.16 -141.28287433 6.62400200 -1.99171385 0.01032067 0.01898553 -0.97166742 -0.23536241
1571801622.16 -143.58242414 1.62268498 -2.03387504 0.00748498 0.01450050 -0.98413495 -0.17666950
1571801623.16 -145.13398344 -3.31810317 -2.07013137 0.00069773 0.01701517 -0.99322291 -0.11497067
1571801624.16 -146.04384911 -7.72771180 -2.08904125 0.00445732 0.01526636 -0.99695915 -0.07628578
1571801625.16 -146.66872957 -11.82635026 -2.06160576 0.00781768 0.01471527 -0.99742992 -0.06968429
1571801626.16 -147.35437116 -16.22691071 -2.02482691 0.00811301 0.01513637 -0.99761585 -0.06684068
1571801627.16 -148.08948882 -21.06326626 -2.01658678 0.00596228 0.01410179 -0.99778508 -0.06473431
1571801628.16 -148.65869171 -26.18250535 -1.96656941 0.00549266 0.01370897 -0.99943196 -0.03029279
1571801629.17 -148.78222411 -31.63352930 -1.99406044 0.00766528 0.01862601 -0.99973066 0.01152904
1571801630.16 -148.58888441 -37.18016330 -1.93031730 0.00493761 0.01366113 -0.99936099 0.03265878
1571801631.16 -148.26974239 -42.83043586 -1.90048505 -0.00276756 0.00936786 -0.99924350 0.03764322
1571801632.16 -148.06415575 -48.42032523 -1.90656234 0.00334117 0.00563738 -0.99975414 0.02118269
1571801633.16 -148.04062326 -53.75618444 -1.91064317 0.00615375 0.00082043 -0.99996909 0.00482533
1571801634.16 -148.09246148 -58.98492987 -1.83351867 0.01155923 0.01042746 -0.99987882 -0.00007269
1571801635.16 -148.21540543 -64.20807578 -1.70664958 0.01817984 0.00926916 -0.99979009 -0.00182834
1571801636.16 -148.33904113 -69.03095450 -1.51761176 0.02258083 0.00871707 -0.99970584 -0.00153169
1571801637.16 -148.44534339 -73.67397295 -1.31178162 0.02327441 0.00956014 -0.99967347 -0.00445620
1571801638.16 -148.59387144 -78.46524741 -1.14358658 0.02323359 0.00204198 -0.99969357 -0.00829413
1571801639.16 -148.73829542 -83.45240358 -0.93300398 0.02312637 0.00618873 -0.99965452 -0.01084947
1571801640.16 -148.98760409 -88.49932721 -0.72978634 0.01785563 0.00155353 -0.99969535 -0.01696962
1571801641.16 -149.25972249 -93.41657581 -0.56007523 0.01739500 0.00453694 -0.99962414 -0.02069795
1571801642.16 -149.55786759 -98.12752610 -0.42540891 0.01295602 0.00314453 -0.99966616 -0.02213182
1571801643.16 -149.85798459 -102.76590310 -0.31807856 0.00507736 -0.00796848 -0.99984532 -0.01483425
1571801644.16 -149.76553434 -107.00829430 -0.24495609 0.00188329 -0.00607103 -0.99855846 0.05329718
1571801645.17 -149.09472486 -110.64473130 -0.21773409 -0.00165125 -0.00364168 -0.98470967 0.17415763
1571801646.17 -147.78368818 -113.66291399 -0.25434516 0.00491490 -0.00392621 -0.94180037 0.33611381
1571801647.17 -145.94996298 -115.76117843 -0.32969368 0.00330602 -0.00432973 -0.88196124 0.47129047
1571801648.17 -143.13274510 -117.08701412 -0.34025666 0.00422518 -0.00179874 -0.79943240 0.60073850
1571801649.17 -139.51687170 -117.78824086 -0.20420218 0.00065785 -0.00446478 -0.74302033 0.66925363
1571801650.17 -134.93399323 -118.13201024 -0.30336280 0.00151719 -0.00049777 -0.72316179 0.69067682
1571801651.17 -129.47466123 -118.29276248 -0.51469376 0.00047341 0.00119587 -0.71611647 0.69797962
1571801652.17 -123.37847436 -118.48264608 -0.67181709 -0.00484884 0.00240129 -0.71552016 0.69857113
1571801653.16 -116.68190417 -118.64515484 -0.88999086 -0.00289241 0.00697753 -0.71459134 0.69950137
1571801654.16 -109.59149775 -118.83485642 -1.00898378 -0.00460576 0.00613533 -0.71440323 0.69969219
1571801655.16 -102.23112682 -119.07420621 -0.99573677 -0.00515065 0.00978612 -0.71369211 0.70037224
1571801656.17 -94.70303718 -119.22318150 -0.91086114 -0.00594148 0.00983555 -0.69904875 0.71498169
1571801657.17 -87.32504472 -118.97873690 -0.97479430 -0.00730808 0.00654398 -0.68218835 0.73111068
1571801658.16 -80.21249523 -118.62726044 -0.98522966 -0.00047507 0.00310144 -0.68215046 0.73120511
